,Unnamed: 0,year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
0,11161,2000,VIRGINIA,VA,ACCOMACK,51001,US PRESIDENT,AL GORE,DEMOCRAT,5092,11925,20220315,TOTAL
1,11162,2000,VIRGINIA,VA,ACCOMACK,51001,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6352,11925,20220315,TOTAL
4,11165,2000,VIRGINIA,VA,ALBEMARLE,51003,US PRESIDENT,AL GORE,DEMOCRAT,16255,36846,20220315,TOTAL
5,11166,2000,VIRGINIA,VA,ALBEMARLE,51003,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,18291,36846,20220315,TOTAL
8,11169,2000,VIRGINIA,VA,ALLEGHANY,51005,US PRESIDENT,AL GORE,DEMOCRAT,2214,5123,20220315,TOTAL
9,11170,2000,VIRGINIA,VA,ALLEGHANY,51005,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2808,5123,20220315,TOTAL
12,11173,2000,VIRGINIA,VA,AMELIA,51007,US PRESIDENT,AL GORE,DEMOCRAT,1754,4788,20220315,TOTAL
13,11174,2000,VIRGINIA,VA,AMELIA,51007,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2947,4788,20220315,TOTAL
16,11177,2000,VIRGINIA,VA,AMHERST,51009,US PRESIDENT,AL GORE,DEMOCRAT,4812,11712,20220315,TOTAL
17,11178,2000,VIRGINIA,VA,AMHERST,51009,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6660,11712,20220315,TOTAL
20,11181,2000,VIRGINIA,VA,APPOMATTOX,51011,US PRESIDENT,AL GORE,DEMOCRAT,2132,5927,20220315,TOTAL
21,11182,2000,VIRGINIA,VA,APPOMATTOX,51011,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3654,5927,20220315,TOTAL
24,11185,2000,VIRGINIA,VA,ARLINGTON,51013,US PRESIDENT,AL GORE,DEMOCRAT,50260,83559,20220315,TOTAL
25,11186,2000,VIRGINIA,VA,ARLINGTON,51013,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,28555,83559,20220315,TOTAL
28,11189,2000,VIRGINIA,VA,AUGUSTA,51015,US PRESIDENT,AL GORE,DEMOCRAT,6643,25271,20220315,TOTAL
29,11190,2000,VIRGINIA,VA,AUGUSTA,51015,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,17744,25271,20220315,TOTAL
32,11193,2000,VIRGINIA,VA,BATH,51017,US PRESIDENT,AL GORE,DEMOCRAT,822,2210,20220315,TOTAL
33,11194,2000,VIRGINIA,VA,BATH,51017,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1311,2210,20220315,TOTAL
36,11197,2000,VIRGINIA,VA,BEDFORD,51019,US PRESIDENT,AL GORE,DEMOCRAT,8160,26149,20220315,TOTAL
37,11198,2000,VIRGINIA,VA,BEDFORD,51019,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,17224,26149,20220315,TOTAL
40,11201,2000,VIRGINIA,VA,BLAND,51021,US PRESIDENT,AL GORE,DEMOCRAT,851,2688,20220315,TOTAL
41,11202,2000,VIRGINIA,VA,BLAND,51021,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1759,2688,20220315,TOTAL
44,11205,2000,VIRGINIA,VA,BOTETOURT,51023,US PRESIDENT,AL GORE,DEMOCRAT,4627,13840,20220315,TOTAL
45,11206,2000,VIRGINIA,VA,BOTETOURT,51023,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,8867,13840,20220315,TOTAL
48,11209,2000,VIRGINIA,VA,BRUNSWICK,51025,US PRESIDENT,AL GORE,DEMOCRAT,3387,5997,20220315,TOTAL
49,11210,2000,VIRGINIA,VA,BRUNSWICK,51025,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2561,5997,20220315,TOTAL
52,11213,2000,VIRGINIA,VA,BUCHANAN,51027,US PRESIDENT,AL GORE,DEMOCRAT,5745,9856,20220315,TOTAL
53,11214,2000,VIRGINIA,VA,BUCHANAN,51027,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3867,9856,20220315,TOTAL
56,11217,2000,VIRGINIA,VA,BUCKINGHAM,51029,US PRESIDENT,AL GORE,DEMOCRAT,2561,5454,20220315,TOTAL
57,11218,2000,VIRGINIA,VA,BUCKINGHAM,51029,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2738,5454,20220315,TOTAL
60,11221,2000,VIRGINIA,VA,CAMPBELL,51031,US PRESIDENT,AL GORE,DEMOCRAT,6659,20327,20220315,TOTAL
61,11222,2000,VIRGINIA,VA,CAMPBELL,51031,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,13162,20327,20220315,TOTAL
64,11225,2000,VIRGINIA,VA,CAROLINE,51033,US PRESIDENT,AL GORE,DEMOCRAT,4314,8351,20220315,TOTAL
65,11226,2000,VIRGINIA,VA,CAROLINE,51033,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3873,8351,20220315,TOTAL
68,11229,2000,VIRGINIA,VA,CARROLL,51035,US PRESIDENT,AL GORE,DEMOCRAT,3638,11001,20220315,TOTAL
69,11230,2000,VIRGINIA,VA,CARROLL,51035,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,7142,11001,20220315,TOTAL
72,11233,2000,VIRGINIA,VA,CHARLES CITY,51036,US PRESIDENT,AL GORE,DEMOCRAT,1981,3066,20220315,TOTAL
73,11234,2000,VIRGINIA,VA,CHARLES CITY,51036,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1023,3066,20220315,TOTAL
76,11237,2000,VIRGINIA,VA,CHARLOTTE,51037,US PRESIDENT,AL GORE,DEMOCRAT,2017,4994,20220315,TOTAL
77,11238,2000,VIRGINIA,VA,CHARLOTTE,51037,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2855,4994,20220315,TOTAL
80,11241,2000,VIRGINIA,VA,CHESTERFIELD,51041,US PRESIDENT,AL GORE,DEMOCRAT,38638,110951,20220315,TOTAL
81,11242,2000,VIRGINIA,VA,CHESTERFIELD,51041,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,69924,110951,20220315,TOTAL
84,11245,2000,VIRGINIA,VA,CLARKE,51043,US PRESIDENT,AL GORE,DEMOCRAT,2166,5284,20220315,TOTAL
85,11246,2000,VIRGINIA,VA,CLARKE,51043,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2883,5284,20220315,TOTAL
88,11249,2000,VIRGINIA,VA,CRAIG,51045,US PRESIDENT,AL GORE,DEMOCRAT,851,2493,20220315,TOTAL
89,11250,2000,VIRGINIA,VA,CRAIG,51045,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1580,2493,20220315,TOTAL
92,11253,2000,VIRGINIA,VA,CULPEPER,51047,US PRESIDENT,AL GORE,DEMOCRAT,4364,12244,20220315,TOTAL
93,11254,2000,VIRGINIA,VA,CULPEPER,51047,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,7440,12244,20220315,TOTAL
96,11257,2000,VIRGINIA,VA,CUMBERLAND,51049,US PRESIDENT,AL GORE,DEMOCRAT,1405,3507,20220315,TOTAL
97,11258,2000,VIRGINIA,VA,CUMBERLAND,51049,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1974,3507,20220315,TOTAL
100,11261,2000,VIRGINIA,VA,DICKENSON,51051,US PRESIDENT,AL GORE,DEMOCRAT,3951,7226,20220315,TOTAL
101,11262,2000,VIRGINIA,VA,DICKENSON,51051,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3122,7226,20220315,TOTAL
104,11265,2000,VIRGINIA,VA,DINWIDDIE,51053,US PRESIDENT,AL GORE,DEMOCRAT,4001,9136,20220315,TOTAL
105,11266,2000,VIRGINIA,VA,DINWIDDIE,51053,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4959,9136,20220315,TOTAL
108,11269,2000,VIRGINIA,VA,ESSEX,51057,US PRESIDENT,AL GORE,DEMOCRAT,1750,3831,20220315,TOTAL
109,11270,2000,VIRGINIA,VA,ESSEX,51057,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1995,3831,20220315,TOTAL
112,11273,2000,VIRGINIA,VA,FAIRFAX,51059,US PRESIDENT,AL GORE,DEMOCRAT,196501,413775,20220315,TOTAL
113,11274,2000,VIRGINIA,VA,FAIRFAX,51059,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,202181,413775,20220315,TOTAL
116,11277,2000,VIRGINIA,VA,FAUQUIER,51061,US PRESIDENT,AL GORE,DEMOCRAT,8296,23481,20220315,TOTAL
117,11278,2000,VIRGINIA,VA,FAUQUIER,51061,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,14456,23481,20220315,TOTAL
120,11281,2000,VIRGINIA,VA,FLOYD,51063,US PRESIDENT,AL GORE,DEMOCRAT,1957,5739,20220315,TOTAL
121,11282,2000,VIRGINIA,VA,FLOYD,51063,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3423,5739,20220315,TOTAL
124,11285,2000,VIRGINIA,VA,FLUVANNA,51065,US PRESIDENT,AL GORE,DEMOCRAT,3431,8706,20220315,TOTAL
125,11286,2000,VIRGINIA,VA,FLUVANNA,51065,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4962,8706,20220315,TOTAL
128,11289,2000,VIRGINIA,VA,FRANKLIN,51067,US PRESIDENT,AL GORE,DEMOCRAT,7145,18829,20220315,TOTAL
129,11290,2000,VIRGINIA,VA,FRANKLIN,51067,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,11225,18829,20220315,TOTAL
132,11293,2000,VIRGINIA,VA,FREDERICK,51069,US PRESIDENT,AL GORE,DEMOCRAT,7158,22392,20220315,TOTAL
133,11294,2000,VIRGINIA,VA,FREDERICK,51069,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,14574,22392,20220315,TOTAL
136,11297,2000,VIRGINIA,VA,GILES,51071,US PRESIDENT,AL GORE,DEMOCRAT,3004,6820,20220315,TOTAL
137,11298,2000,VIRGINIA,VA,GILES,51071,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3574,6820,20220315,TOTAL
140,11301,2000,VIRGINIA,VA,GLOUCESTER,51073,US PRESIDENT,AL GORE,DEMOCRAT,4553,13699,20220315,TOTAL
141,11302,2000,VIRGINIA,VA,GLOUCESTER,51073,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,8718,13699,20220315,TOTAL
144,11305,2000,VIRGINIA,VA,GOOCHLAND,51075,US PRESIDENT,AL GORE,DEMOCRAT,3197,8777,20220315,TOTAL
145,11306,2000,VIRGINIA,VA,GOOCHLAND,51075,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5378,8777,20220315,TOTAL
148,11309,2000,VIRGINIA,VA,GRAYSON,51077,US PRESIDENT,AL GORE,DEMOCRAT,2467,6852,20220315,TOTAL
149,11310,2000,VIRGINIA,VA,GRAYSON,51077,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4236,6852,20220315,TOTAL
152,11313,2000,VIRGINIA,VA,GREENE,51079,US PRESIDENT,AL GORE,DEMOCRAT,1774,5412,20220315,TOTAL
153,11314,2000,VIRGINIA,VA,GREENE,51079,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3375,5412,20220315,TOTAL
156,11317,2000,VIRGINIA,VA,GREENSVILLE,51081,US PRESIDENT,AL GORE,DEMOCRAT,2314,3906,20220315,TOTAL
157,11318,2000,VIRGINIA,VA,GREENSVILLE,51081,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1565,3906,20220315,TOTAL
160,11321,2000,VIRGINIA,VA,HALIFAX,51083,US PRESIDENT,AL GORE,DEMOCRAT,5963,14072,20220315,TOTAL
161,11322,2000,VIRGINIA,VA,HALIFAX,51083,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,7732,14072,20220315,TOTAL
164,11325,2000,VIRGINIA,VA,HANOVER,51085,US PRESIDENT,AL GORE,DEMOCRAT,12044,41585,20220315,TOTAL
165,11326,2000,VIRGINIA,VA,HANOVER,51085,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,28614,41585,20220315,TOTAL
168,11329,2000,VIRGINIA,VA,HENRICO,51087,US PRESIDENT,AL GORE,DEMOCRAT,48645,114252,20220315,TOTAL
169,11330,2000,VIRGINIA,VA,HENRICO,51087,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,62887,114252,20220315,TOTAL
172,11333,2000,VIRGINIA,VA,HENRY,51089,US PRESIDENT,AL GORE,DEMOCRAT,8898,21463,20220315,TOTAL
173,11334,2000,VIRGINIA,VA,HENRY,51089,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,11870,21463,20220315,TOTAL
176,11337,2000,VIRGINIA,VA,HIGHLAND,51091,US PRESIDENT,AL GORE,DEMOCRAT,453,1437,20220315,TOTAL
177,11338,2000,VIRGINIA,VA,HIGHLAND,51091,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,942,1437,20220315,TOTAL
180,11341,2000,VIRGINIA,VA,ISLE OF WIGHT,51093,US PRESIDENT,AL GORE,DEMOCRAT,5162,12950,20220315,TOTAL
181,11342,2000,VIRGINIA,VA,ISLE OF WIGHT,51093,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,7587,12950,20220315,TOTAL
184,11345,2000,VIRGINIA,VA,JAMES CITY,51095,US PRESIDENT,AL GORE,DEMOCRAT,9090,24492,20220315,TOTAL
185,11346,2000,VIRGINIA,VA,JAMES CITY,51095,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,14628,24492,20220315,TOTAL
188,11349,2000,VIRGINIA,VA,KING AND QUEEN,51097,US PRESIDENT,AL GORE,DEMOCRAT,1387,2859,20220315,TOTAL
189,11350,2000,VIRGINIA,VA,KING AND QUEEN,51097,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1423,2859,20220315,TOTAL
192,11353,2000,VIRGINIA,VA,KING GEORGE,51099,US PRESIDENT,AL GORE,DEMOCRAT,2070,5852,20220315,TOTAL
193,11354,2000,VIRGINIA,VA,KING GEORGE,51099,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3590,5852,20220315,TOTAL
196,11357,2000,VIRGINIA,VA,KING WILLIAM,51101,US PRESIDENT,AL GORE,DEMOCRAT,2125,5769,20220315,TOTAL
197,11358,2000,VIRGINIA,VA,KING WILLIAM,51101,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3547,5769,20220315,TOTAL
200,11361,2000,VIRGINIA,VA,LANCASTER,51103,US PRESIDENT,AL GORE,DEMOCRAT,1937,5455,20220315,TOTAL
201,11362,2000,VIRGINIA,VA,LANCASTER,51103,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3411,5455,20220315,TOTAL
204,11365,2000,VIRGINIA,VA,LEE,51105,US PRESIDENT,AL GORE,DEMOCRAT,4031,8748,20220315,TOTAL
205,11366,2000,VIRGINIA,VA,LEE,51105,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4551,8748,20220315,TOTAL
208,11369,2000,VIRGINIA,VA,LOUDOUN,51107,US PRESIDENT,AL GORE,DEMOCRAT,30938,75653,20220315,TOTAL
209,11370,2000,VIRGINIA,VA,LOUDOUN,51107,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,42453,75653,20220315,TOTAL
212,11373,2000,VIRGINIA,VA,LOUISA,51109,US PRESIDENT,AL GORE,DEMOCRAT,4309,10096,20220315,TOTAL
213,11374,2000,VIRGINIA,VA,LOUISA,51109,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5461,10096,20220315,TOTAL
216,11377,2000,VIRGINIA,VA,LUNENBURG,51111,US PRESIDENT,AL GORE,DEMOCRAT,2026,4591,20220315,TOTAL
217,11378,2000,VIRGINIA,VA,LUNENBURG,51111,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2510,4591,20220315,TOTAL
220,11381,2000,VIRGINIA,VA,MADISON,51113,US PRESIDENT,AL GORE,DEMOCRAT,1844,5027,20220315,TOTAL
221,11382,2000,VIRGINIA,VA,MADISON,51113,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2940,5027,20220315,TOTAL
224,11385,2000,VIRGINIA,VA,MATHEWS,51115,US PRESIDENT,AL GORE,DEMOCRAT,1499,4609,20220315,TOTAL
225,11386,2000,VIRGINIA,VA,MATHEWS,51115,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2951,4609,20220315,TOTAL
228,11389,2000,VIRGINIA,VA,MECKLENBURG,51117,US PRESIDENT,AL GORE,DEMOCRAT,4797,11654,20220315,TOTAL
229,11390,2000,VIRGINIA,VA,MECKLENBURG,51117,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6600,11654,20220315,TOTAL
232,11393,2000,VIRGINIA,VA,MIDDLESEX,51119,US PRESIDENT,AL GORE,DEMOCRAT,1671,4689,20220315,TOTAL
233,11394,2000,VIRGINIA,VA,MIDDLESEX,51119,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2844,4689,20220315,TOTAL
236,11397,2000,VIRGINIA,VA,MONTGOMERY,51121,US PRESIDENT,AL GORE,DEMOCRAT,11720,27160,20220315,TOTAL
237,11398,2000,VIRGINIA,VA,MONTGOMERY,51121,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,13991,27160,20220315,TOTAL
240,11401,2000,VIRGINIA,VA,NELSON,51125,US PRESIDENT,AL GORE,DEMOCRAT,2907,6145,20220315,TOTAL
241,11402,2000,VIRGINIA,VA,NELSON,51125,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2913,6145,20220315,TOTAL
244,11405,2000,VIRGINIA,VA,NEW KENT,51127,US PRESIDENT,AL GORE,DEMOCRAT,2055,6114,20220315,TOTAL
245,11406,2000,VIRGINIA,VA,NEW KENT,51127,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3934,6114,20220315,TOTAL
248,11409,2000,VIRGINIA,VA,NORTHAMPTON,51131,US PRESIDENT,AL GORE,DEMOCRAT,2340,4892,20220315,TOTAL
249,11410,2000,VIRGINIA,VA,NORTHAMPTON,51131,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2299,4892,20220315,TOTAL
252,11413,2000,VIRGINIA,VA,NORTHUMBERLAND,51133,US PRESIDENT,AL GORE,DEMOCRAT,2118,5605,20220315,TOTAL
253,11414,2000,VIRGINIA,VA,NORTHUMBERLAND,51133,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3362,5605,20220315,TOTAL
256,11417,2000,VIRGINIA,VA,NOTTOWAY,51135,US PRESIDENT,AL GORE,DEMOCRAT,2460,5492,20220315,TOTAL
257,11418,2000,VIRGINIA,VA,NOTTOWAY,51135,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2870,5492,20220315,TOTAL
260,11421,2000,VIRGINIA,VA,ORANGE,51137,US PRESIDENT,AL GORE,DEMOCRAT,4126,10483,20220315,TOTAL
261,11422,2000,VIRGINIA,VA,ORANGE,51137,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5991,10483,20220315,TOTAL
264,11425,2000,VIRGINIA,VA,PAGE,51139,US PRESIDENT,AL GORE,DEMOCRAT,2726,7996,20220315,TOTAL
265,11426,2000,VIRGINIA,VA,PAGE,51139,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5089,7996,20220315,TOTAL
268,11429,2000,VIRGINIA,VA,PATRICK,51141,US PRESIDENT,AL GORE,DEMOCRAT,2254,7385,20220315,TOTAL
269,11430,2000,VIRGINIA,VA,PATRICK,51141,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4901,7385,20220315,TOTAL
272,11433,2000,VIRGINIA,VA,PITTSYLVANIA,51143,US PRESIDENT,AL GORE,DEMOCRAT,7834,24255,20220315,TOTAL
273,11434,2000,VIRGINIA,VA,PITTSYLVANIA,51143,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,15760,24255,20220315,TOTAL
276,11437,2000,VIRGINIA,VA,POWHATAN,51145,US PRESIDENT,AL GORE,DEMOCRAT,2708,9711,20220315,TOTAL
277,11438,2000,VIRGINIA,VA,POWHATAN,51145,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6820,9711,20220315,TOTAL
280,11441,2000,VIRGINIA,VA,PRINCE EDWARD,51147,US PRESIDENT,AL GORE,DEMOCRAT,2922,6363,20220315,TOTAL
281,11442,2000,VIRGINIA,VA,PRINCE EDWARD,51147,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3214,6363,20220315,TOTAL
284,11445,2000,VIRGINIA,VA,PRINCE GEORGE,51149,US PRESIDENT,AL GORE,DEMOCRAT,4182,10900,20220315,TOTAL
285,11446,2000,VIRGINIA,VA,PRINCE GEORGE,51149,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6579,10900,20220315,TOTAL
288,11449,2000,VIRGINIA,VA,PRINCE WILLIAM,51153,US PRESIDENT,AL GORE,DEMOCRAT,44745,100511,20220315,TOTAL
289,11450,2000,VIRGINIA,VA,PRINCE WILLIAM,51153,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,52788,100511,20220315,TOTAL
292,11453,2000,VIRGINIA,VA,PULASKI,51155,US PRESIDENT,AL GORE,DEMOCRAT,5255,12697,20220315,TOTAL
293,11454,2000,VIRGINIA,VA,PULASKI,51155,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,7089,12697,20220315,TOTAL
296,11457,2000,VIRGINIA,VA,RAPPAHANNOCK,51157,US PRESIDENT,AL GORE,DEMOCRAT,1462,3513,20220315,TOTAL
297,11458,2000,VIRGINIA,VA,RAPPAHANNOCK,51157,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1850,3513,20220315,TOTAL
300,11461,2000,VIRGINIA,VA,RICHMOND,51159,US PRESIDENT,AL GORE,DEMOCRAT,1076,2949,20220315,TOTAL
301,11462,2000,VIRGINIA,VA,RICHMOND,51159,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1784,2949,20220315,TOTAL
304,11465,2000,VIRGINIA,VA,ROANOKE,51161,US PRESIDENT,AL GORE,DEMOCRAT,16141,42817,20220315,TOTAL
305,11466,2000,VIRGINIA,VA,ROANOKE,51161,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,25740,42817,20220315,TOTAL
308,11469,2000,VIRGINIA,VA,ROCKBRIDGE,51163,US PRESIDENT,AL GORE,DEMOCRAT,2953,7827,20220315,TOTAL
309,11470,2000,VIRGINIA,VA,ROCKBRIDGE,51163,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4522,7827,20220315,TOTAL
312,11473,2000,VIRGINIA,VA,ROCKINGHAM,51165,US PRESIDENT,AL GORE,DEMOCRAT,5834,23994,20220315,TOTAL
313,11474,2000,VIRGINIA,VA,ROCKINGHAM,51165,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,17482,23994,20220315,TOTAL
316,11477,2000,VIRGINIA,VA,RUSSELL,51167,US PRESIDENT,AL GORE,DEMOCRAT,5442,10792,20220315,TOTAL
317,11478,2000,VIRGINIA,VA,RUSSELL,51167,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5065,10792,20220315,TOTAL
320,11481,2000,VIRGINIA,VA,SCOTT,51169,US PRESIDENT,AL GORE,DEMOCRAT,3552,9335,20220315,TOTAL
321,11482,2000,VIRGINIA,VA,SCOTT,51169,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5535,9335,20220315,TOTAL
324,11485,2000,VIRGINIA,VA,SHENANDOAH,51171,US PRESIDENT,AL GORE,DEMOCRAT,4420,14452,20220315,TOTAL
325,11486,2000,VIRGINIA,VA,SHENANDOAH,51171,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,9636,14452,20220315,TOTAL
328,11489,2000,VIRGINIA,VA,SMYTH,51173,US PRESIDENT,AL GORE,DEMOCRAT,4836,11740,20220315,TOTAL
329,11490,2000,VIRGINIA,VA,SMYTH,51173,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6580,11740,20220315,TOTAL
332,11493,2000,VIRGINIA,VA,SOUTHAMPTON,51175,US PRESIDENT,AL GORE,DEMOCRAT,3359,6714,20220315,TOTAL
333,11494,2000,VIRGINIA,VA,SOUTHAMPTON,51175,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3293,6714,20220315,TOTAL
336,11497,2000,VIRGINIA,VA,SPOTSYLVANIA,51177,US PRESIDENT,AL GORE,DEMOCRAT,13455,35021,20220315,TOTAL
337,11498,2000,VIRGINIA,VA,SPOTSYLVANIA,51177,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,20739,35021,20220315,TOTAL
340,11501,2000,VIRGINIA,VA,STAFFORD,51179,US PRESIDENT,AL GORE,DEMOCRAT,12596,34246,20220315,TOTAL
341,11502,2000,VIRGINIA,VA,STAFFORD,51179,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,20731,34246,20220315,TOTAL
344,11505,2000,VIRGINIA,VA,SURRY,51181,US PRESIDENT,AL GORE,DEMOCRAT,1845,3230,20220315,TOTAL
345,11506,2000,VIRGINIA,VA,SURRY,51181,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1313,3230,20220315,TOTAL
348,11509,2000,VIRGINIA,VA,SUSSEX,51183,US PRESIDENT,AL GORE,DEMOCRAT,2006,3906,20220315,TOTAL
349,11510,2000,VIRGINIA,VA,SUSSEX,51183,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1745,3906,20220315,TOTAL
352,11513,2000,VIRGINIA,VA,TAZEWELL,51185,US PRESIDENT,AL GORE,DEMOCRAT,7227,16344,20220315,TOTAL
353,11514,2000,VIRGINIA,VA,TAZEWELL,51185,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,8655,16344,20220315,TOTAL
356,11517,2000,VIRGINIA,VA,WARREN,51187,US PRESIDENT,AL GORE,DEMOCRAT,4313,11166,20220315,TOTAL
357,11518,2000,VIRGINIA,VA,WARREN,51187,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6335,11166,20220315,TOTAL
360,11521,2000,VIRGINIA,VA,WASHINGTON,51191,US PRESIDENT,AL GORE,DEMOCRAT,7549,20222,20220315,TOTAL
361,11522,2000,VIRGINIA,VA,WASHINGTON,51191,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,12064,20222,20220315,TOTAL
364,11525,2000,VIRGINIA,VA,WESTMORELAND,51193,US PRESIDENT,AL GORE,DEMOCRAT,2922,6026,20220315,TOTAL
365,11526,2000,VIRGINIA,VA,WESTMORELAND,51193,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2932,6026,20220315,TOTAL
368,11529,2000,VIRGINIA,VA,WISE,51195,US PRESIDENT,AL GORE,DEMOCRAT,6412,13310,20220315,TOTAL
369,11530,2000,VIRGINIA,VA,WISE,51195,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6504,13310,20220315,TOTAL
372,11533,2000,VIRGINIA,VA,WYTHE,51197,US PRESIDENT,AL GORE,DEMOCRAT,3462,10225,20220315,TOTAL
373,11534,2000,VIRGINIA,VA,WYTHE,51197,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6539,10225,20220315,TOTAL
376,11537,2000,VIRGINIA,VA,YORK,51199,US PRESIDENT,AL GORE,DEMOCRAT,8622,24583,20220315,TOTAL
377,11538,2000,VIRGINIA,VA,YORK,51199,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,15312,24583,20220315,TOTAL
380,11541,2000,VIRGINIA,VA,ALEXANDRIA,51510,US PRESIDENT,AL GORE,DEMOCRAT,33633,55199,20220315,TOTAL
